screenName,Tweets,Timeframe,Links,profilePictue
@CDCgov,"To stop the spread of #COVID19, CDC will continue to work with tribal nations to ensure resources are available to maintain physical &amp; mental health (easy access to information, affordable testing, and medical and mental health care).   https://t.co/QHFiqaWLwJ",2020-08-19 17:45:01,https://t.co/0cLnmzAYNm,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CovidIndiaSeva,"It is advised that you consult a doctor in the nearest health facility in-person or via #telemedicine for the correct diagnosis of your symptoms
You may also call the helpline number 91-11-23978046/1075 for assistance

#COVID19 #COVID__19 #COVID #COVID_19 #COVIDー19 #coronavirus  ",2020-08-19 17:45:00,https://t.co/0CuGdKAhvh,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"Yes, an #asymptomatic #COVID19 positive case in #UttarPradesh may be permitted for #HomeIsolation with certain conditions:  

#COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic https://t.co/UgpvohjMMK",2020-08-19 17:29:00,https://t.co/fXSDxMPILu,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"#N95 Respirators are recommended for use by #healthcare workers in a high-risk #COVID19 setting:  

A homemade #facecover/#facemask or a #TripleLayer #MedicalMask should be used for everyday use to protect oneself from the novel #coronavirus. https://t.co/yAsExnSSxI",2020-08-19 17:17:31,https://t.co/5aqrrgxl1z,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"Your brother seems to have been an #asymptomatic/mild-#symptomatic #COVID19 positive case, which is why he was assigned #HomeIsolation. 
Acc to @MoHFW_INDIA guidelines, patient under home #isolation will stand discharged after 10 days of symptom onset &amp; no fever for 3 days.
(1/3)  ",2020-08-19 16:13:18,https://t.co/S4MpZtj6Jo,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"a fitness certificate by the field surveillance team. You may contact your District Surveillance Officer or treating doctor in this regard:  

#COVID__19 #COVID #COVID_19 #COVIDー19 #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic",2020-08-19 16:13:18,https://t.co/0di7oaPZkP,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CDCgov,"#HCPs: Mark your calendar for tomorrow’s CDC Clinician Outreach and Communication (COCA) call, “2020-2021 Influenza Vaccination Recommendations and Clinical Guidance during the COVID-19 Pandemic.” 2-3 pm ET:  . #COVID19 https://t.co/H9IuCRhllL",2020-08-19 15:41:02,https://t.co/P1SvWRUeHh,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CovidIndiaSeva,"You are advised to inform the members of your RWA to contact the District Surveillance officer/District Administration or Health Facility for the issue:  

#Budaun #UttarPradesh #COVID19 #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #CoronavirusIndia",2020-08-19 15:40:34,https://t.co/hNR7Z5JYcA,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"As per GoI, non-adherence to #isolation protocol for a #COVID19 case under #homeisolation is liable to be acted upon under the prescribed law. You are advised to contact the RWA/District Surveillance Officer regarding the issue  

#Covid_19 #Coronavirus https://t.co/x3oTi085c0",2020-08-19 14:01:00,https://t.co/JiQ2LlYYH9,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@WHO,Live Q&amp;A on #COVID19 with @DrMikeRyan and Dr @mvankerkhove. #AskWHO  ,2020-08-19 13:21:03,https://t.co/XAmFf9QKT1,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"Dr. Pilailuk Okada &amp; her team 👩‍⚕️👨‍⚕️👩‍⚕️ of microbiologists at the Thai National Influenza Centre worked around the clock and confirmed the first case of COVID-19 in Thailand - the first to be confirmed outside of China.
 
More #RealLifeHeroes stories 👉  https://t.co/4XyngB4du8",2020-08-19 13:17:09,https://t.co/oDPSariuhq,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"Berhane Beyene is one of those heros putting her life at risk to keep laboratory surveillance and detection of #COVID19 in motion in Ethiopia 🇪🇹.
 
Read her #RealLifeHeroes story 👉  https://t.co/b9VmVm9Zg4",2020-08-19 12:40:45,https://t.co/fEiW3kfDfh,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@CovidIndiaSeva,"You are advised to consult a doctor in nearby health facility in-person or via #telemedicine service to get the correct diagnosis of the symptoms.

#COVID19 #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #COVIDUpdates #CoronaUpdates #Corona #coronavirus #CoronavirusIndia  ",2020-08-19 11:45:00,https://t.co/PSojXqCuEW,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@WHO,"In Cox’s Bazar, Junnot Ullah is one of many remarkable youths among Rohingya refugees engaging at local &amp; community levels to lift the spirit of his people &amp; enhance their health &amp; well-being amidst the #COVID19 pandemic.
 
Read his #RealLifeHeroes story 👉  https://t.co/Y4Va8rGtHK",2020-08-19 11:43:35,https://t.co/F9ZusRXrEX,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"During #COVID19, health care workers are doing extraordinary things in extraordinary times.
 
Dr. Sabir Israfilov 👨‍⚕️ returned to his home country of Azerbaijan 🇦🇿 from Turkey amidst an international lockdown to train health workers to respond to COVID-19.

 ",2020-08-19 11:07:57,https://t.co/Ir5Do8rP4G,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"Dr. Marie-Roseline Bélizaire 👩‍⚕️ could have been any kind of doctor. She chose to help communities fight #COVID19 &amp; Ebola in the Democratic Republic of the Congo 🇨🇩 and Central African Republic 🇨🇫.
 
Read her #RealLifeHeroes story 👉  https://t.co/3YwbTzm1Si",2020-08-19 10:31:36,https://t.co/haaJgywBnl,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@CovidIndiaSeva,"Kindly reach out to #MadhyaPradesh Control Room Number for details: 0755-2527177
 

#COVID19 #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #COVIDUpdates #CoronaUpdates #Corona #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic https://t.co/ePBtGRKtEL",2020-08-19 10:00:00,https://t.co/33mNj4WGQm,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"Acc to @MoCA_GoI guidelines, #COVID19 test is not mandatory to visit #Gujarat:  
You may reach out to the District Collector Office, Anand for details: +91 2692262271 
https://t.co/qtpxO6axYs

#COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #coronavirus https://t.co/MQOgjD9hNR",2020-08-19 09:35:11,https://t.co/KznCyfX70Q,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@WHO,"32 questions cover socio-demographic details, experiences of #COVID19 &amp; preventative measures, as well as daily stressors &amp; stigma, psychosocial well-being, &amp; coping strategies. You can participate in the multilingual survey until 31 August 2020

 ",2020-08-19 09:20:15,https://t.co/PPX5cV9q4g,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"Very little information is currently available on how #COVID19 is changing the lives of refugees &amp; migrants, &amp; how they deal with difficulties. This survey aims to inform &amp; support policy makers &amp; practitioners to better support refugees &amp; migrants.

 ",2020-08-19 08:42:58,https://t.co/PPX5cV9q4g,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"If you are a migrant or a refugee, join the ApartTogether global study and help us better understand the psychosocial impact of #COVID19 and how you deal with any challenges that have arisen since the pandemic started. 

👉    https://t.co/yzZzbHmWvR",2020-08-19 08:08:43,https://t.co/PPX5cV9q4g,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@CovidIndiaSeva,"You are advised to contact Super Speciality Paediatric Hospital &amp; Post Graduate Teaching Institute
Sector-30, Noida, Gautam Budh Nagar, U.P. 201303, 
Phone: +91-120-2457000
Email: sspginoida@gmail.com
 

#COVID19 #COVID__19 #COVID_19 #COVIDー19 #COVID19India https://t.co/PRA617Vtc3",2020-08-19 07:39:00,https://t.co/SK92uSnzBC,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"You may refer to the following links for preliminary details about online registration &amp; the procedure for exemption from mandatory institutional #quarantine in case of death in a family:   &amp; https://t.co/CrRSDZwVm0

#COVID__19 #COVID #COVID_19 #COVIDー19 https://t.co/UVOBV9zC09",2020-08-19 06:57:00,https://t.co/KznCyfX70Q,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CDCgov,"Underlying conditions like diabetes mean greater risk for getting or transmitting COVID-19 within the home, finds a CDC study. Learn more:   https://t.co/3N1Ju9vO3K",2020-08-18 22:05:51,https://t.co/pN20Dpfd22,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CDCgov,Your risk of #COVID19 increases the closer you get to others and the longer you interact with them. Learn ways to help safely resume daily activities and slow the spread of #COVID19:  . https://t.co/nhluRwemVP,2020-08-18 19:59:00,https://t.co/g9sT0JI4w5,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@WHO,"While caring for an ill person in the household, you should
 
🙅‍♀️not allow visitors in the home
🙅‍♀️limit the number of caregivers to one person with no underlying conditions, if possible
 
👉   #COVID19 https://t.co/lEauBcF5Dd",2020-08-18 19:53:13,https://t.co/keeWeEtod1,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"Caregivers and household members should identify surfaces touched frequently by the ill person and clean &amp; disinfect them daily.
 
More details 👉   #COVID19 https://t.co/KxjasjKF11",2020-08-18 11:44:32,https://t.co/keeWeEtod1,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"""All this means, elite planning at the highest levels is needed right now to prepare to vaccinate and treat the world as new technologies come down the pipeline""-@DrTedros #COVID19 

 ",2020-08-18 10:53:10,https://t.co/qd76iLVqWt,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@CDCgov,"Give yourself more time than usual to prepare for wildfires this year. If you must shop for supplies in person, take steps to protect yourself and those around you from #COVID19.   https://t.co/GUSP4blFci",2020-08-17 19:47:02,https://t.co/qOJIH3XUI5,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CDCgov,The latest CDC #COVIDView report shows the percentage of deaths attributed to #COVID19 increased for 4 weeks in July after being on the decline since mid-April. This percentage has decreased for the past 2 weeks but remains above the epidemic threshold:  . https://t.co/KFNGebIq15,2020-08-17 18:51:02,https://t.co/zP4VYlo0Pb,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@narendramodi,"Thank you, President @ibusolih! India will continue to support the Maldives in mitigating the economic impact of the COVID-19 pandemic. Our special friendship is, and will always remain, as deep as the waters of the Indian Ocean.  ",2020-08-13 14:46:12,https://t.co/nbKL19hw7P,http://pbs.twimg.com/profile_images/1249934092994375680/xX66NSZP_normal.jpg
@ashishkjha,"I'm super excited to do this ""Op-Talk"" with the great @binajv, editorial page editor of @BostonGlobe 

COVID-19 -- where do we go from here?

Free, open to all.

Today at 1 PM Eastern

Check it out

  https://t.co/sKxmSXpx3S",2020-08-13 13:50:05,https://t.co/3fiCOoOUqA,http://pbs.twimg.com/profile_images/1206973402176606208/BB8EX4ci_normal.jpg
@narendramodi,"Had an extensive interaction on the COVID-19 situation with Chief Ministers of 10 states. CMs highlighted the efforts by their respective Governments to tackle the pandemic.

  ",2020-08-11 12:06:24,https://t.co/lTlt3M7EcM,http://pbs.twimg.com/profile_images/1249934092994375680/xX66NSZP_normal.jpg
@ashishkjha,"People who spread misinformation often say flu is deadlier in kids than COVID

It is not. The data far more nuanced &amp; concerning

@ScottGottliebMD makes that clear below

As the great Dr. Fauci said recently -- we should not be cavalier about the effect of COVID on kids  ",2020-08-09 16:52:20,https://t.co/AgqQHdwD3j,http://pbs.twimg.com/profile_images/1206973402176606208/BB8EX4ci_normal.jpg
